id,is_forced,payment_type,paid,paid_admin,paid_reason,delivery_fee,insurance_fee,level_discount,coupon_discount,no,driver_id,status,profit,distance,duration,pu_ata,pu_atd,pu_coord,pu_place,pu_place_id,pu_address,do_ata,do_coord,do_place,do_place_id,do_address,created,updated,accepted,completed,canceled,canceled_by,canceled_reason,off_course_reason,off_course_coord,currency,rating,rated,vehicle_type,vehicle_id,platform_fee,price
5dfcf61f-a432-419c-9429-e86c654504dc,0,qr,28:43.9,,,58000,1000,0,0,M255554113022531,e0150889-22ac-4d0a-816b-3e51253cb33a,completed,58000,7383,1054,11:17.6,11:17.6,POINT (102.6138039 17.9872521),XJP7+XF9,ChIJx_YwI3NoJDERZ4_1-rEvu10,"XJP7+XF9, ວຽງຈັນ, ປະເທດລາວ",27:41.5,POINT (102.62475734576583 17.938182726031695),WJQF+5XH,ChIJB4Ge-x5mJDERtSzD_agcRYA,"WJQF+5XH, ຖະໜົນລາວ-ໄທ, ວຽງຈັນ 01000, ປະເທດລາວ",11:12.3,28:53.2,11:14.9,28:53.2,,,,,,LAK,5,47:48.1,bigtuktuk,0fe4f1b5-8ecf-4c78-aba1-a3eb4bf2d7fd,1000,59000
5cd0b527-4015-49c4-a0b6-80b5c57928a5,0,qr,23:00.2,,,22000,1000,0,0,M141514113081904,6e2864b8-9a1a-40cf-82e8-34223bff4479,completed,22000,2981,425,11:55.1,11:55.1,POINT (102.62868 17.9512493),XJ2H+GGV,ChIJyRVFYkpnJDERAttZrfl9XSI,"XJ2H+GGV, ວຽງຈັນ, ປະເທດລາວ",21:59.6,POINT (102.6248904503882 17.931041359852923),LA,ChIJv8lkis9nJDERt25uL3ke6co,"ບ້ານທົ່ງກາງ ສີສັດຕະນາກ Vientiane, ປະເທດລາວ",11:26.1,23:09.2,11:29.8,23:09.2,,,,,,LAK,5,05:57.0,bigtuktuk,de26bb3b-e346-4bfd-a431-b14dcf061429,1000,23000
f73ea4ec-af95-4bb9-9318-7446b5f0a2a7,0,qr,,,,84000,1500,0,0,M127844113070489,0f0561f9-4a55-4a43-a08a-c291a46268d4,canceled,0,5937,593,,,POINT (102.58687868714333 17.979443454546193),XHHP+RQV,ChIJ7XzLKd1pJDERP2zmhjuRggA,"XHHP+RQV, ວຽງຈັນ, ປະເທດລາວ",,POINT (102.6260315 17.9910105),Osca,ChIJvWwqbtZnJDER7_nXbXaKbAA,"XJRG+CC3, ຮ່ອມ 28, ວຽງຈັນ, ປະເທດລາວ",15:34.3,18:47.1,15:38.2,,18:47.1,client,ຕ້ອງການທີ່ຈະປ່ຽນສະຖານທີ່,,,LAK,5,,pickup,ab350da9-3ae3-46fc-8a16-25fb93cf9925,1500,85500
32961032-14a3-405a-9470-ca6b3a4e2312,0,qr,45:12.6,,,59000,1000,0,0,M222564113018885,c0484ce7-268a-4b3a-aee3-6d12f0d11116,completed,59000,7426,1060,26:44.3,26:44.3,POINT (102.5919619 18.0006634),2H2R+693,ChIJe4IIPTtoJDERy0eQOLBXNUU,"2H2R+693, ບ້ານ ໜອງບຶກ, ປະເທດລາວ",44:08.8,POINT (102.6254294 17.9618259),ຮ້ານປີ້ງຫູໝູ ໂພນສີນວນ,ChIJ8bOoCStmJDERrEWFcodVCRI,"XJ6G+P5M, ວຽງຈັນ, ປະເທດລາວ",15:44.6,45:18.6,15:47.9,45:18.6,,,,,,LAK,5,55:32.4,bigtuktuk,ef3d621b-96f8-4afb-a605-93a741d8ec50,1000,60000
abf7f112-c535-47a0-9708-d6390156a800,0,qr,41:00.1,,,65000,1000,0,0,M235544113003239,f31fcffc-e912-4a77-a858-1e45eea66672,completed,65000,8318,1188,16:46.0,16:46.0,POINT (102.5959691 18.0397938),2HQW+W9,GhIJZJUt7S8KMkARTHuUWySmWUA,"2HQW+W9 ວຽງຈັນ, ປະເທດລາວ",40:22.6,POINT (102.6582901 18.0306807),ຄິວລົດສາຍໃຕ້,ChIJhZh523JdJDERlHsH9xg5ccs,"2MJ5+78F, ວຽງຈັນ, ປະເທດລາວ",16:41.7,41:08.4,16:44.2,41:08.4,,,,ບໍ່ສາມາດຈອດທີ່ຈຸດປາຍທາງ,POINT (102.5953997 18.0424034),LAK,5,43:12.6,smalltuktuk,006d5be6-73dd-4387-b172-5e61fb3a6de7,1000,66000
0863b9e7-9cc4-423c-85c7-4242724ee9e2,0,qr,,,,39000,1000,0,0,M728534113015304,f7ecb360-9a1c-45ed-8e27-cfc98123eada,canceled,0,5937,848,,,POINT (102.58687868714333 17.979443454546193),XHHP+RQV,ChIJ7XzLKd1pJDERP2zmhjuRggA,"XHHP+RQV, ວຽງຈັນ, ປະເທດລາວ",,POINT (102.6260315 17.9910105),Osca,ChIJvWwqbtZnJDER7_nXbXaKbAA,"XJRG+CC3, ຮ່ອມ 28, ວຽງຈັນ, ປະເທດລາວ",19:05.1,19:25.9,19:08.9,,19:25.9,driver,ບໍ່ສາມາດໄປຮັບຜູ້ໂດຍສານໄດ້,,,LAK,5,,bigtuktuk,e29761f7-ba29-433a-aee1-c613ecbcd422,1000,40000
497b2e78-bf55-4dbc-87ce-a3fb6b3afd35,0,qr,42:40.0,,,84000,1500,0,0,M180304113002311,0f0561f9-4a55-4a43-a08a-c291a46268d4,completed,84000,5975,597,23:40.1,23:40.1,POINT (102.58652835958196 17.979568481445312),XHHP+RH8,ChIJcQhUTABpJDER6RJphwafWVg,"XHHP+RH8, ວຽງຈັນ, ປະເທດລາວ",37:45.4,POINT (102.6260315 17.9910105),Osca,ChIJvWwqbtZnJDER7_nXbXaKbAA,"XJRG+CC3, ຮ່ອມ 28, ວຽງຈັນ, ປະເທດລາວ",20:08.6,43:39.0,20:12.5,43:39.0,,,,,,LAK,5,37:49.4,pickup,ab350da9-3ae3-46fc-8a16-25fb93cf9925,1500,85500
e8fb0a5e-d62e-4771-a663-920ad9f1bf2a,0,qr,46:11.6,,,24000,1000,0,0,M160574113053038,a6561ca4-42e1-49f3-b5dd-8dc2e5ad8de7,completed,24000,3343,477,23:54.1,23:54.1,POINT (102.62314024845254 17.996551513671875),XJWF+J7,GhIJnUfF_x3_MUARqvRuh-GnWUA,"XJWF+J7 ວຽງຈັນ, ປະເທດລາວ",45:57.7,POINT (102.6439454 17.9876077),XJQV+2H ວຽງຈັນ,GhIJHMe029P8MUARN1rEZjapWUA,"XJQV+2HW ວຽງຈັນ, ປະເທດລາວ",23:50.6,46:14.5,23:51.6,46:14.5,,,,,,LAK,5,12:54.9,bigtuktuk,ada1d805-1911-42ca-aabe-0b59bfcc42e4,1000,25000
33ad2b06-e3bc-49bb-a2be-8916680040f6,0,qr,,,,53000,0,0,0,M150724113093271,a7b4e0e2-5857-431b-85b1-c700604c2a62,canceled,0,3332,333,,,POINT (102.64375467794262 17.999481201171875),XJXV+M95,ChIJf-1OMgBnJDERj2MIMtXt_hg,老挝永珍XJXV+M95,,POINT (102.6235335 17.9854449),What's Club,ChIJ1bZIpN9nJDERQUVv1IidaAw,老挝永珍XJPF+5CF,23:52.5,24:22.4,23:57.2,,24:22.4,client,等待太久,,,LAK,5,,sedan,4e1a090c-e092-4c03-9ec6-f7c5e792dfbe,0,53000
cb96de1d-857a-409c-b13e-84c4539a05c4,0,qr,42:26.2,,,58000,1000,0,0,M145974113087510,d297a191-6978-4c4a-9478-d38996743dd5,completed,58000,7389,1055,36:25.3,36:25.3,POINT (102.6151736 18.0273242),2JG8+V4G,ChIJESXhZLFCJDERQVZ553PV3dc,"2JG8+V4G, ວຽງຈັນ, ປະເທດລາວ",42:00.1,POINT (102.5836634 18.0107445),ຫ້ວຍຫົງ,ChIJQ9jJOQBpJDERReW5C75xZVE,"2H6M+9P7, ບ້ານ ໜອງບຶກ, ປະເທດລາວ",26:00.7,42:29.5,26:07.2,42:29.5,,,,ຜູ້ໂດຍສານຮ້ອງຂໍ,POINT (102.6197351 18.0198645),LAK,5,38:39.9,bigtuktuk,19dfa404-6f59-40ab-acf6-cac8bc3c0309,1000,59000
e2e9188e-c777-4b11-a8ec-710d210d22d4,0,qr,35:41.8,,,22000,1000,0,0,M124304113012030,6e2864b8-9a1a-40cf-82e8-34223bff4479,completed,22000,2894,413,30:14.5,30:14.5,POINT (102.6401722 17.896299),ສະຖານທູດອາເມລິກາ,ChIJa7L7JutlJDERjhZ3mT6s3nU,"Thaduea Road KM 9, ວຽງຈັນ, ປະເທດລາວ",34:46.0,POINT (102.64770045876503 17.87646070334025),VJGX+J72,ChIJfYvzz6NlJDER_i4-Yc30CpA,"VJGX+J72, ວຽງຈັນ, ປະເທດລາວ",26:31.7,35:45.0,26:41.4,35:45.0,,,,,,LAK,5,45:36.7,bigtuktuk,de26bb3b-e346-4bfd-a431-b14dcf061429,1000,23000
f868c55e-e031-4f64-b8d9-e3948556faaf,0,qr,41:42.5,,,53000,0,0,0,M250224113070317,d834fa99-f5b2-442d-8f41-a11096de8b18,completed,53000,3332,333,33:13.4,33:13.4,POINT (102.64375467794262 17.999481201171875),XJXV+M95,ChIJf-1OMgBnJDERj2MIMtXt_hg,老挝永珍XJXV+M95,38:52.7,POINT (102.6235335 17.9854449),What's Club,ChIJ1bZIpN9nJDERQUVv1IidaAw,老挝永珍XJPF+5CF,26:48.5,41:51.9,27:16.7,41:51.9,,,,,,LAK,5,50:40.4,evcar,c8b4c4d2-4864-4a32-9bb9-26b80dc63279,0,53000
0b62ecdf-9029-400a-afab-d858b86b650e,0,qr,06:01.5,,,92000,1000,0,0,M237874113055627,c09008e8-8757-4425-8b50-14badaf63645,completed,92000,12154,1736,40:52.7,40:52.7,POINT (102.6164184 17.9729846),XJF8+4GR,ChIJ2T6cY3loJDERCnwsxv7Lgm8,"XJF8+4GR, ວຽງຈັນ, ປະເທດລາວ",05:25.7,POINT (102.6427093707025 18.054629998244916),3J3V+W43,ChIJIwiIQyBdJDER0aUrj4tUaps,"3J3V+W43, ວຽງຈັນ, ປະເທດລາວ",27:28.9,06:19.1,27:32.8,06:19.1,,,,,,LAK,5,17:27.5,bigtuktuk,5ddc76cf-a07d-4d3c-b433-89178fb18083,1000,93000
6ddd1f88-c4c1-496e-bac5-297e6631b2b4,0,qr,42:36.8,,,9000,1000,0,0,M456224113085715,a2485909-ab02-430a-9560-2ffce166e7e1,completed,9000,675,96,39:21.3,39:21.3,POINT (102.58469930859523 17.97711181640625),XHGP+V28,ChIJ1Zc7RlBoJDERI9l0yt2Hfzo,"XHGP+V28, ວຽງຈັນ, ປະເທດລາວ",41:52.5,POINT (102.57929105311632 17.975704991742894),XHGH+8J9,ChIJG3b4rlNoJDERB1BmNZjwndU,"XHGH+8J9, ວຽງຈັນ, ປະເທດລາວ",39:17.1,42:41.9,39:19.1,42:41.9,,,,,,LAK,5,15:41.9,bigtuktuk,c028a1eb-7811-43fc-b95a-36d4099802a1,1000,10000
63c05888-378a-4ee5-b000-10f87d341738,0,qr,10:51.7,,,93000,1500,0,0,M186594113043849,b544e278-ad84-4a09-a649-b6ec0fda6438,completed,93000,6764,676,52:13.2,52:13.2,POINT (102.64524256995742 17.94178021541673),WJRV+JXM,ChIJ73SXdEBmJDERpGQq4VhejGE,"WJRV+JXM, ຖະໜົນກຳແພງເມືອງ, ວຽງຈັນ, ປະເທດລາວ",08:54.8,POINT (102.6235335 17.9854449),What's Club,ChIJ1bZIpN9nJDERQUVv1IidaAw,"XJPF+5CF, ວຽງຈັນ, ປະເທດລາວ",46:19.9,11:05.4,46:22.6,11:05.4,,,,,,LAK,5,08:51.4,evcar,45049849-f614-42ce-b32a-4b4fcfc5fed3,1500,94500
1e09f25f-7354-4ed1-8dcf-3eeff3d8d66f,0,qr,,,,41000,1500,0,0,M692004113030918,fb76cb84-d581-441a-ae08-86dc091c12fc,canceled,0,2345,234,,,POINT (102.61050086181149 17.980804443359375),XJJ6+96X,ChIJFZTO23FoJDERb4jTbNdn4QY,"XJJ6+96X, ຮ່ອມ 11, ວຽງຈັນ, ປະເທດລາວ",,POINT (102.6000722 17.9671712),ວິທະຍາໄລ ຄຳສະຫວາດ,ChIJSTYEPmBoJDERCKJhM6ueV44,"XJ82+V28, Rue Setthathirath, ວຽງຈັນ, ປະເທດລາວ",46:48.8,02:33.1,46:51.9,,02:33.1,driver,ຂາດການຕິດຕໍ່ກັບລູກຄ້າ,,,LAK,5,,evcar,1475c121-b522-467b-bce1-fc85ed598373,1500,42500
cae85f79-5f6c-4712-bf42-756ef8c7a4de,0,qr,01:58.9,,,68000,1000,0,0,M129114113094806,e0150889-22ac-4d0a-816b-3e51253cb33a,completed,68000,8691,1241,48:52.8,48:52.8,POINT (102.5931917 17.9738267),XHFV+J76,ChIJH0kmdVxoJDERYbsuZ4425Kk,"XHFV+J76, ວຽງຈັນ, ປະເທດລາວ",00:54.5,POINT (102.5459915958345 18.011671404307027),13,ChIJB57lweNpJDERI1wzf8yFInc,"13 Sithong Rd, Sikeut, ປະເທດລາວ",48:40.4,02:18.1,48:43.3,02:18.1,,,,ບໍ່ສາມາດຈອດທີ່ຈຸດປາຍທາງ,POINT (102.5745851 17.9841148),LAK,5,51:47.0,bigtuktuk,0fe4f1b5-8ecf-4c78-aba1-a3eb4bf2d7fd,1000,69000
25a76b32-6c5d-46e1-ab5d-277c31ce372e,0,qr,06:00.5,,,28000,1000,0,0,M434144113036502,c0484ce7-268a-4b3a-aee3-6d12f0d11116,completed,28000,4079,582,55:24.1,55:24.1,POINT (102.62337030852457 17.986984252929688),XJQF+GFP,ChIJG54Kd-xnJDERJl2NMvHzyVI,"XJQF+GFP, ຮ່ອມ 25, ວຽງຈັນ, ປະເທດລາວ",04:16.7,POINT (102.6171072 17.9578944),ວັດສີເມືອງ,ChIJE82g64NoJDERbd0nOfRboGo,"15 Rue Bourichane, ວຽງຈັນ, ປະເທດລາວ",50:55.1,06:04.8,51:01.1,06:04.8,,,,,,LAK,5,,bigtuktuk,ef3d621b-96f8-4afb-a605-93a741d8ec50,1000,29000
281ce405-6ee5-4292-b5de-a91a791d9fc5,0,qr,24:08.1,,,55000,0,0,0,M185934113011662,d834fa99-f5b2-442d-8f41-a11096de8b18,completed,55000,3562,356,57:02.9,57:02.9,POINT (102.62353006759902 17.985869385318818),XJPF+3P6,ChIJ35cU9EdnJDERnRhrwgM9llA,老挝永珍XJPF+3P6,02:39.6,POINT (102.6084395 17.96456019999999),Moonlight Lounge,ChIJWQCZPohoJDERltf8C9U2JdU,"1 Namphu Fountain - Post Box 8837, ວຽງຈັນ 01000老挝",51:41.1,24:21.2,51:44.0,24:21.2,,,,,,LAK,5,13:51.8,evcar,c8b4c4d2-4864-4a32-9bb9-26b80dc63279,0,55000
2b6b2f8c-f328-4477-9ea0-96a9f9f507fb,0,qr,,,,25000,1000,0,0,M165654113067872,8443eff8-1384-49f7-bf8f-47340ba35271,canceled,0,3532,504,,,POINT (102.588267 17.978483),XHHQ+CC9,ChIJgxqoylpoJDER1xWE6ziaoAQ,老挝永珍XHHQ+CC9,,POINT (102.5686383 17.9751001),永珍瓦岱国际机场,ChIJNbrzrbBpJDERiHUeiztabHI,"19 ຖະໜົນສາຍລົມ, Vientiane, 老挝",52:56.6,57:00.4,52:59.9,,57:00.4,driver,ຂາດການຕິດຕໍ່ກັບລູກຄ້າ,,,LAK,5,,bigtuktuk,b3b2ff47-b079-4ded-a4e5-df3296f14cfa,1000,26000
da265618-a448-448d-a484-5a8bd464f1e5,0,qr,13:46.2,,,10000,1000,0,0,M995564113061033,136314e4-af18-4e39-93e9-d5c2fbfb61f4,completed,10000,1131,161,54:18.5,54:18.5,POINT (102.58814889350408 17.97845458984375),XHHQ+69R,ChIJ-XfgtlpoJDERLiOakxdhFD4,老挝永珍XHHQ+69R,56:33.4,POINT (102.5820124 17.9760116),盛大国际酒店,ChIJiVpQdrdpJDERjZExCTe3sYk,"Shengda international hotel Sikhottabong Vientiane, 老挝",54:03.7,14:38.6,54:05.3,14:38.6,,,,,,LAK,5,57:57.8,bigtuktuk,4f940e9c-1c78-4cb0-acbc-0bedbfa55bf6,1000,11000
3e0748c9-df85-4037-937c-eaeec4a806f7,0,qr,,,,9000,1000,0,0,M258314113012224,d297a191-6978-4c4a-9478-d38996743dd5,canceled,0,781,111,,,POINT (102.6028701 17.9681643),XJ93+934,ChIJF2puo2FoJDER8zFGaltTKSI,"XJ93+934, ຖະໜົນຂຸນບູລົມ, ວຽງຈັນ, ປະເທດລາວ",,POINT (102.60234212502837 17.96290273844175),XJ73+3CF,ChIJA71xzotoJDERzaFERE8-tw4,"XJ73+3CF, ຖະໜົນ ສີຖານ, ຈັນທະບູລີ, ປະເທດລາວ",01:37.4,01:51.2,01:41.1,,01:51.2,client,ຕ້ອງການທີ່ຈະປ່ຽນສະຖານທີ່,,,LAK,5,,bigtuktuk,19dfa404-6f59-40ab-acf6-cac8bc3c0309,1000,10000
673d962f-a873-4801-90d7-57965edd7f3f,0,qr,25:11.2,,,19000,1000,0,0,M963034113034828,d297a191-6978-4c4a-9478-d38996743dd5,completed,19000,2482,354,14:50.6,14:50.6,POINT (102.58960025060084 17.96731443850219),XH8Q+RQ9,ChIJtytOeFhoJDERQO6zQBDqOlM,"XH8Q+RQ9, ຖະໜົນເຈົ້າຟ້າງຸ່ມ, ວຽງຈັນ, ປະເທດລາວ",23:05.1,POINT (102.58914431557059 17.977582310130323),XHGQ+VVW,ChIJg3B13lpoJDER5MmKA_yPMGY,"XHGQ+VVW, ວຽງຈັນ, ປະເທດລາວ",04:44.4,25:20.1,04:47.6,25:20.1,,,,,,LAK,5,58:33.0,bigtuktuk,19dfa404-6f59-40ab-acf6-cac8bc3c0309,1000,20000
68c3c834-5f8c-43f2-aaa0-23f457cf772c,0,qr,27:18.4,,,77000,1500,0,0,M395324113035220,da4683ac-01ae-4550-9974-3b27970b3d38,completed,77000,5348,534,11:27.6,11:27.6,POINT (102.63740538999554 17.988296508789062),XJQP+7PJ,ChIJz9FoxulnJDERMfCQuye1iEY,"XJQP+7PJ, ວຽງຈັນ, ປະເທດລາວ",21:24.6,POINT (102.6057041 17.9668292),khampiane hotel,ChIJBywqHR5pJDER_xZFD3keyWQ,"178 Rue Hengboun, ວຽງຈັນ, ປະເທດລາວ",05:20.1,27:28.6,05:23.4,27:28.6,,,,,,LAK,5,43:54.7,sedan,4e608583-6f00-4af8-a542-d8ba7b0c368f,1500,78500
582d9584-03fd-492a-9b73-ced898a57c8e,0,qr,,,,91000,1000,0,0,M227424113096692,fbea9e98-61a7-4ec8-9a02-5bdac322036b,canceled,0,11958,1708,,,POINT (102.61672136726737 18.015336557416553),2J88+5P9,ChIJy3-VxatCJDER6lfbGfiYTD8,"2J88+5P9, ວຽງຈັນ, ປະເທດລາວ",,POINT (102.6243994385004 17.946877181940778),WJWF+RMH,ChIJNzv31CBmJDERAEl7nomn034,"WJWF+RMH, ວຽງຈັນ, ປະເທດລາວ",07:32.5,09:35.2,07:40.1,,09:35.2,driver,ບໍ່ສາມາດໄປຮັບຜູ້ໂດຍສານໄດ້,,,LAK,5,,bigtuktuk,887601e3-767a-43e3-9831-1d64e4f55d98,1000,92000
